,Company,TradeName,Address,ZipCode,DunsNumber,HQDuns,HQTradeName,Subsidiary,Latitude,Longitude,SIC2,SIC4,SIC8,Industry,IndustryGroup,YearStart,OutofBis,FirstYear,LastYear,Minority,WomenOwned,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14
2899,CALIFORNIA PITA,NA,201 N LOS ANGELES ST,90012,2597138,2597138,NA,N,34.0524,118.2418,58,5812,58120500,Family restaurants,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281300,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,303000,3,321400,3,303000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3052,CERESE PIZZA,NA,351 S ATLANTIC BLVD,90022,2614777,2614777,NA,N,34.0308,118.1543,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,OCHA CLASSIC 2,NA,3960 BEVERLY BLVD,90004,2621568,2621568,NA,N,34.0761,118.2948,58,5812,58120115,Thai restaurant,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,3,187500,3,192300,3,197800,3,187500,3,187500,3,187500,3,187500,3,187500,3,187500,3,187500,3,185700,3,187500,3,187500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS
3156,PATTAYA BAY INC,PATTAYA THAI RESTAURANT,1727 N VERMONT AVE,90027,2634553,2634553,PATTAYA THAI RESTAURANT,N,34.1023,118.2919,58,5812,58120115,Thai restaurant,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378900,3,378900,3,384000,3,384000,3,360000,3,336000,3,360000,3,360000,3,378900,3,4.00E+05,3,390100,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3189,PINK TACO,NA,10250 SANTA MONICA BLVD,90067,2640685,2640685,NA,N,34.06,118.4197,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400,3,676500,3,690000,3,690000,3,690000,3,690000,3,690000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3243,QUE RICO MANAGEMENT INC,NA,712 N VERMONT AVE,90029,2644438,2644438,NA,N,34.0838,118.2916,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,2000,NA,2000,2007,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,166700,3,166700,3,168800,3,166700,3,166700,3,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA
3251,ASIAN YA SOY BOY,NA,11660 GATEWAY BLVD,90064,2645100,2645100,NA,N,34.029,118.4428,58,5812,58129909,Health food restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,297100,3,3.00E+05,3,3.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3420,SHANA LANDA SALE,NA,110 E 9TH ST STE A988,90079,2655816,2655816,NA,N,34.0412,118.2548,58,5812,58120104,French restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E+05,3,4.00E+05,3,440000,3,440000,3,440000,3,506700,3,456000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3525,TACO EL CONQUISTADOR,NA,1105 E 34TH ST,90011,2663218,2663218,NA,N,34.0087,118.2589,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285700,3,288000,3,298800,3,288000,3,285700,3,297100,3,288000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3559,TACOS LA NENA,NA,4427 AVALON BLVD,90011,2664931,2664931,NA,N,34.0029,118.2654,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1994,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56600,3,60000,3,64400,3,65000,3,66700,3,66700,3,70000,3,80000,3,83300,3,83300,3,75000,3,70000,3,70000,3,68800,3,67000,3,70000,3,68800,3,75000,3,75000,3,75000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS
3565,TAMALES ALBERTO,NA,1644 W TEMPLE ST,90026,2665185,2665185,NA,N,34.0683,118.2625,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,3,160000,3,166700,3,166700,3,150000,3,140000,3,140000,3,137500,3,134000,3,140000,3,137500,3,150000,3,150000,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS
3566,TAQUERIA AMECA,NA,747 S ATLANTIC BLVD,90022,2665409,2665409,NA,N,34.0264,118.1532,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333300,3,355600,3,428000,3,4.00E+05,3,352900,3,333300,3,342900,3,342900,3,342900,3,342900,3,342900,3,355600,3,377800,3,428000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3567,TAQUERIA JALISCO NO 2,NA,722 N WESTERN AVE,90029,2665425,2665425,NA,N,34.0837,118.3089,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,2000,NA,2000,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175000,3,180000,3,173300,3,166700,3,160000,3,160000,3,155600,3,164300,3,173000,3,165300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,NA,NA,NA,NA
3568,TAQUERIA LOS COMPAS,NA,2718 W 7TH ST,90057,2665490,2665490,NA,N,34.0593,118.2836,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,2000,NA,2000,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87500,3,90000,3,86700,3,83300,3,80000,3,80000,3,77800,3,82100,3,86500,3,82700,3,86500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,NA,NA,NA
3569,TAQUERIA TEPEQUE,NA,4030 S BROADWAY,90037,2665516,2665516,NA,N,34.0103,118.2781,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1994,NA,1994,2014,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,3,90000,3,96600,3,97500,3,1.00E+05,3,1.00E+05,3,105000,3,120000,3,125000,3,125000,3,112500,3,105000,3,105000,3,103200,3,100500,3,105000,3,103200,3,112500,3,112500,3,112500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS
3652,VIA ITALIA PIZZA,NA,1713 E VERNON AVE STE 115,90058,2673098,2673098,NA,N,34.004,118.2427,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2002,NA,2002,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,NA,NA,NA,NA,NA,NA,NA,NA
3789,TAQUERIA CHIHUAHUA,NA,12034 VENICE BLVD,90066,2685481,2685481,NA,N,34.0057,118.4292,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,3,252000,3,261400,3,252000,3,250000,3,260000,3,252000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3815,HEYAT HALEH,ITALIAN EXPRESS,10845 LINDBROOK DR,90024,2686723,2686723,ITALIAN EXPRESS,N,34.0602,118.4427,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1993,NA,1993,2014,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,956300,3,975600,3,991700,3,1020000,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,1133300,3,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
3820,AMIGOS TACOS & MARISCOS,NA,8325 S MAIN ST,90003,2688153,2688153,NA,N,33.965,118.274,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2001,NA,2001,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,3,125000,3,125000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3896,LA POBLANITA FOOD MARKET,LA POBLANITA MARKET,2039 MAPLE AVE,90011,2691889,2691889,LA POBLANITA MARKET,N,34.0276,118.2628,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2006,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA
3919,OCEAN JEWELS SEAFOOD INC,NA,556 TOWNE AVE,90013,2692333,2692333,NA,N,34.0419,118.2427,58,5812,58120700,Seafood restaurants,Eating and Drinking Places,1987,NA,1989,2014,NA,NA,71400,3,75000,3,75000,3,70000,3,71100,3,70000,3,80000,3,76000,3,80000,3,80000,3,80000,3,1.00E+05,3,88900,3,86900,3,88900,3,83300,3,76000,3,75000,3,80000,3,80000,3,88900,3,175000,3,250000,3,250000,3,240000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2R2,--,--
3950,BAJA FRESH,BAJA FRESH,7917 W SUNSET BLVD,90046,2693328,2693328,BAJA FRESH,N,34.0981,118.3619,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1999,NA,1999,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848800,3,847800,3,857100,3,875000,3,9.00E+05,3,9.00E+05,3,9.00E+05,3,882400,3,879700,3,882400,3,9.00E+05,3,9.00E+05,3,9.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,--,NA,NA
4052,BURGER KING-12312,BURGER KING,304 W CENTURY BLVD,90003,2700347,2700347,BURGER KING,N,33.9454,118.2786,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865900,3,9.00E+05,3,9.00E+05,3,947400,3,920000,3,920000,3,9.00E+05,3,9.00E+05,3,883300,3,875000,3,880000,3,875000,3,890000,3,9.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS
4068,CAFE STELLA,NA,3932 W SUNSET BLVD,90029,2701907,2701907,NA,N,34.0921,118.2802,58,5812,58120104,French restaurant,Eating and Drinking Places,2003,NA,2003,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553800,3,553800,3,855000,3,876900,3,855000,3,886700,3,882100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,--,--,--,--,NA,NA,NA,NA
4123,CHICHENITZA RESTAURANT,NA,3655 S GRAND AVE STE C6,90007,2706427,2706427,NA,N,34.0177,118.2778,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,2001,NA,2001,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204200,3,210000,3,224000,3,192500,3,371000,3,7.00E+05,0,7.00E+05,0,7.00E+05,0,7.00E+05,0,7.00E+05,0,7.00E+05,0,7.00E+05,0,7.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,2R2,2R2,2R4,2R3,2R3,2R4
4124,CHINESE EXPRESS RESTAURANT,NA,2625 W 6TH ST,90057,2706625,2706625,NA,N,34.0622,118.2806,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,2003,NA,2003,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,3,80000,3,72000,3,70000,3,66700,3,70000,3,67000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA
4533,CICCEROS PIZZA,NA,11651 W PICO BLVD,90064,2769811,2769811,NA,N,34.032,118.4451,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266700,3,266700,3,270000,3,270000,3,270600,3,270800,3,274300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4602,GANDA SIAMESE CUISINE,NA,5269 HOLLYWOOD BLVD,90027,2799042,2799042,NA,N,34.1018,118.3054,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,2000,NA,2000,2012,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,3,82700,3,82700,3,80000,3,80000,3,75000,3,85000,3,80000,3,85000,3,85000,3,80000,3,90000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,NA,NA
4652,HYUN HEA TAN RESTAURANT,HYUN TEA TAN RESTAURANT,1101 S VERMONT AVE,90006,2807209,2807209,HYUN TEA TAN RESTAURANT,N,34.0506,118.2917,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,2000,NA,2000,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,54000,3,54000,3,60000,3,50000,3,50000,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA
4673,INK,NA,8360 MELROSE AVE STE 101,90069,2809616,2809616,NA,N,34.0835,118.3723,58,5812,58120502,"Restaurant, family: independent",Eating and Drinking Places,2011,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46700,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA
4681,J C GROCERIES,NA,1255 PRODUCE ROW,90021,2811664,2811664,NA,N,34.0337,118.2443,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2006,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144000,3,142900,3,144000,3,186700,3,180000,3,214300,3,222900,3,252000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA
4821,ANGELINOS PIZZA,NA,2201 W WASHINGTON BLVD,90018,2830177,2830177,NA,N,34.04,118.3091,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,1998,NA,1998,2014,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,3,120000,3,120000,3,135000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,--,--,--
4902,COMBOS PIZZA,NA,6760 HOLLYWOOD BLVD,90028,2849458,2849458,NA,N,34.1014,118.3377,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,3,45000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,1.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,DS,DS,DS,DS,DS
5021,LUNCH TO LATENITE CORPORATION,KITCHEN LUNCH TO LATENITE KIT,4348 FOUNTAIN AVE,90029,2934771,2934771,KITCHEN LUNCH TO LATENITE KIT,N,34.0956,118.2844,58,5812,58120101,American restaurant,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177600,3,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,180000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,1R3,1R3,1R3,--,--,--,1R3,1R3,1R3,1R3,1R3,1R3
5078,OCHOA CLASSIC,NA,835 S VERMONT AVE,90005,2942204,2942204,NA,N,34.0569,118.2918,58,5812,58120115,Thai restaurant,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378900,3,378900,3,384000,3,384000,3,360000,3,336000,3,360000,3,360000,3,378900,3,4.00E+05,3,390100,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5179,CHANOS DRIVE INN,CHANOS DRIVE-IN,3831 BEVERLY BLVD,90004,2967425,2967425,CHANOS DRIVE-IN,N,34.0763,118.2928,58,5812,58120306,Drive-in restaurant,Eating and Drinking Places,NA,NA,2006,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,3,160000,3,160000,3,160000,3,160000,3,150000,3,150000,3,160000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA
5188,CIRXA BISTRO,NA,3719 W SUNSET BLVD,90026,2968506,2968506,NA,N,34.0907,118.2779,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,2000,NA,2000,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571400,3,560000,3,568900,3,577800,3,564700,3,576000,3,615400,3,576000,3,6.00E+05,3,640000,3,615400,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,--,--
5229,EL RANCHITO,NA,3401 S MAIN ST,90007,2978174,2978174,NA,N,34.0185,118.2728,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1987,NA,1989,2014,NA,NA,120000,3,125000,3,130000,3,140600,3,142900,3,140100,3,140100,3,142900,3,149700,3,150000,3,150000,3,156300,3,166700,3,168800,3,175000,3,180000,3,187500,3,180000,3,178600,3,180000,3,186700,3,180000,3,178600,3,185700,3,180000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS
5299,TACOS EL GAVILAN INC,NA,1900 S CENTRAL AVE,90011,3057994,3057994,NA,N,34.0242,118.2505,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2002,NA,2002,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,3,360000,3,360000,3,360000,3,352900,3,351900,3,352900,3,360000,3,360000,3,360000,3,360000,3,360000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
5451,WORLD CAFE,NA,8475 MELROSE PL,90069,3098705,3098705,NA,N,34.0837,118.3757,58,5812,58120500,Family restaurants,Eating and Drinking Places,2011,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534400,3,542900,3,542900,3,542900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5607,CASA NOODLE TERIYAKI 2,NA,4710 FOUNTAIN AVE,90029,3240084,3240084,NA,N,34.0953,118.2921,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
