"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US92630","ZCTA5 92630","50039","965","24364","770","9004","680","13091","543","11894","531","1197","274","205","110","992","256","479","161","1790","260","25675","743","7097","683","12909","559","11783","533","1126","261","341","143","785","240","1702","247","3967","453"
"8600000US92637","ZCTA5 92637","16019","49","5714","286","424","121","3803","234","3639","242","164","73","56","42","108","60","585","113","902","174","10305","279","893","195","3953","246","3580","224","373","139","139","100","234","106","3414","359","2045","266"
"8600000US92646","ZCTA5 92646","47523","880","22883","685","7552","545","13002","486","11979","434","1023","227","400","153","623","216","555","149","1774","307","24640","622","6164","519","12762","514","11777","456","985","207","311","118","674","180","2255","249","3459","390"
"8600000US92647","ZCTA5 92647","51046","1154","25628","864","10949","725","11763","533","10577","500","1186","282","458","171","728","217","504","127","2412","433","25418","774","8984","729","11446","505","10336","496","1110","293","340","132","770","258","1618","219","3370","488"
"8600000US92648","ZCTA5 92648","39720","723","20016","625","7264","632","10302","529","9265","481","1037","286","445","215","592","210","345","144","2105","341","19704","592","5755","560","9582","470","9044","471","538","205","175","93","363","159","1599","301","2768","361"
"8600000US92649","ZCTA5 92649","30039","836","14978","629","4664","455","7813","420","7379","418","434","132","127","75","307","127","497","142","2004","349","15061","675","4060","482","7746","428","7253","418","493","161","186","119","307","98","1039","216","2216","332"
"8600000US92651","ZCTA5 92651","21824","821","10785","564","3098","505","6051","388","5736","393","315","147","88","59","227","135","244","105","1392","232","11039","663","2577","455","6056","372","5767","369","289","97","89","57","200","80","748","194","1658","336"
"8600000US92653","ZCTA5 92653","24811","490","11736","482","3928","384","6715","291","6279","266","436","183","97","71","339","143","298","143","795","188","13075","501","3481","500","6848","315","6306","272","542","152","142","108","400","129","1128","238","1618","283"
"8600000US92655","ZCTA5 92655","6371","755","3070","384","1230","249","1653","267","1228","198","425","201","118","103","307","145","84","67","103","69","3301","465","986","287","1696","286","1211","196","485","234","115","91","370","215","254","95","365","122"
"8600000US92656","ZCTA5 92656","41802","552","19919","603","6638","636","11299","441","10698","428","601","158","141","65","460","141","269","119","1713","330","21883","529","6029","497","11217","438","10524","423","693","162","295","107","398","112","1297","211","3340","411"
"8600000US92657","ZCTA5 92657","8218","566","3762","363","794","216","2749","285","2708","281","41","48","0","17","41","48","21","35","198","117","4456","366","928","272","2780","273","2682","277","98","81","0","17","98","81","298","135","450","150"
"8600000US92660","ZCTA5 92660","29515","926","13772","615","3992","602","8135","404","7862","400","273","110","134","70","139","73","295","99","1350","277","15743","645","3882","466","8270","407","7848","398","422","142","213","102","209","93","1236","260","2355","321"
"8600000US92661","ZCTA5 92661","3245","487","1829","372","879","312","744","148","698","124","46","59","14","23","32","54","15","23","191","107","1416","266","494","225","745","128","700","126","45","52","22","35","23","28","101","70","76","67"
"8600000US92662","ZCTA5 92662","2289","263","1034","146","219","78","684","123","660","118","24","27","0","12","24","27","59","39","72","37","1255","156","132","65","693","114","615","112","78","67","9","14","69","66","214","69","216","70"
"8600000US92663","ZCTA5 92663","19671","784","10511","691","4979","712","4232","393","3788","343","444","182","200","129","244","123","165","88","1135","255","9160","740","3308","636","4031","349","3795","338","236","111","93","81","143","77","606","147","1215","223"
"8600000US92672","ZCTA5 92672","29518","692","14399","646","5058","656","7860","380","7319","374","541","213","185","130","356","165","201","85","1280","253","15119","506","3649","402","8050","425","7381","390","669","192","158","89","511","183","1152","198","2268","303"
"8600000US92673","ZCTA5 92673","24136","659","12205","554","3346","508","7925","404","7782","430","143","103","34","40","109","97","411","177","523","205","11931","471","1977","404","7973","430","7723","436","250","123","113","92","137","83","892","291","1089","250"
"8600000US92675","ZCTA5 92675","31097","882","14785","711","4261","621","9067","492","8626","481","441","161","99","79","342","182","462","239","995","218","16312","658","3979","578","9274","536","8521","502","753","280","202","99","551","253","1253","239","1806","358"
"8600000US92676","ZCTA5 92676","1799","232","905","145","224","66","557","112","542","112","15","15","6","9","9","12","19","21","105","47","894","113","142","54","571","106","542","107","29","20","10","10","19","17","91","51","90","38"
"8600000US92677","ZCTA5 92677","55838","749","26240","660","7184","592","16724","501","15686","467","1038","271","252","171","786","202","463","122","1869","292","29598","871","6976","814","16565","435","15531","457","1034","219","269","102","765","200","1733","210","4324","503"
"8600000US92678","ZCTA5 92678","498","104","250","72","69","45","136","38","131","37","5","8","0","12","5","8","0","12","45","29","248","64","71","50","135","36","126","35","9","10","5","7","4","8","13","12","29","23"
"8600000US92679","ZCTA5 92679","26605","885","13407","538","3570","430","8965","331","8669","323","296","108","70","43","226","98","162","81","710","151","13198","470","2792","404","8906","352","8588","326","318","110","45","37","273","103","440","138","1060","177"
"8600000US92683","ZCTA5 92683","75968","734","36965","640","13828","699","20045","624","17325","562","2720","358","426","125","2294","357","731","138","2361","348","39003","783","11670","773","20030","522","17039","522","2991","353","930","199","2061","297","3586","372","3717","370"
"8600000US92688","ZCTA5 92688","35546","730","17361","534","5399","536","10566","419","9892","392","674","207","181","102","493","193","216","110","1180","225","18185","518","4456","505","10256","410","9531","357","725","201","345","156","380","178","830","200","2643","342"
"8600000US92691","ZCTA5 92691","42890","765","21274","739","7141","661","12077","402","11487","422","590","183","90","61","500","173","585","324","1471","252","21616","684","4999","455","12321","441","11283","437","1038","265","330","168","708","227","1811","345","2485","383"
"8600000US92692","ZCTA5 92692","39485","834","19326","590","5328","542","12150","385","11435","338","715","198","162","72","553","187","473","147","1375","218","20159","537","3854","375","12065","359","11371","344","694","194","239","119","455","147","1752","259","2488","381"
"8600000US92694","ZCTA5 92694","20163","779","9733","425","2391","310","6688","372","6504","346","184","91","82","65","102","67","56","57","598","183","10430","586","2087","368","6694","346","6432","344","262","131","145","94","117","78","410","157","1239","305"
"8600000US92701","ZCTA5 92701","40497","1499","20687","1007","10094","763","9399","559","7488","468","1911","344","398","146","1513","301","448","172","746","167","19810","830","7845","545","9082","519","7229","443","1853","347","938","233","915","242","1216","262","1667","345"
"8600000US92703","ZCTA5 92703","53943","1495","28284","1105","13730","785","12582","471","9381","443","3201","403","685","166","2516","365","588","203","1384","258","25659","817","10361","668","11878","541","9067","449","2811","359","841","152","1970","319","1709","266","1711","244"
"8600000US92704","ZCTA5 92704","69400","1536","34589","1086","14640","849","17356","751","13602","541","3754","508","793","207","2961","424","618","156","1975","293","34811","970","13168","747","16520","579","13050","520","3470","396","1045","210","2425","304","2039","283","3084","355"
"8600000US92705","ZCTA5 92705","38122","1445","19558","983","6976","773","11168","546","10352","529","816","203","179","109","637","186","343","169","1071","255","18564","796","4844","536","10898","485","9909","459","989","250","445","188","544","161","1369","256","1453","279"
"8600000US92706","ZCTA5 92706","27636","1124","13775","710","5848","641","6785","412","5831","344","954","259","161","86","793","229","272","81","870","198","13861","679","4773","476","6846","435","5660","342","1186","308","465","186","721","215","982","206","1260","272"
"8600000US92707","ZCTA5 92707","48244","1175","24354","790","11773","761","10747","553","8498","473","2249","346","434","134","1815","330","332","102","1502","250","23890","788","10105","600","10361","487","8132","449","2229","326","533","147","1696","316","1469","174","1955","252"
"8600000US92708","ZCTA5 92708","47958","492","22935","474","7700","600","13105","356","11953","391","1152","206","210","92","942","201","474","140","1656","258","25023","519","7321","514","13136","432","11890","409","1246","292","375","124","871","230","2239","268","2327","324"
"8600000US92780","ZCTA5 92780","46643","1032","22735","917","9723","815","11103","518","9679","498","1424","311","428","173","996","262","219","103","1690","283","23908","722","8113","624","11147","511","9426","499","1721","323","604","168","1117","266","1629","202","3019","382"
"8600000US92782","ZCTA5 92782","18367","862","8738","628","3097","504","5086","421","4806","431","280","155","77","73","203","138","125","71","430","133","9629","562","2979","474","5191","449","4811","427","380","140","127","80","253","120","528","184","931","267"
"8600000US92801","ZCTA5 92801","51807","1682","24732","1031","10310","768","12125","711","10243","624","1882","363","439","149","1443","324","473","162","1824","331","27075","956","10248","706","12464","715","9928","588","2536","344","1109","248","1427","291","2060","323","2303","318"
"8600000US92802","ZCTA5 92802","33226","1322","16463","852","7183","668","7873","536","6448","424","1425","279","205","86","1220","268","436","148","971","227","16763","793","5887","510","7704","537","6221","404","1483","330","648","213","835","229","1547","269","1625","254"
"8600000US92804","ZCTA5 92804","72844","1961","35307","1282","14852","1071","16764","769","14347","706","2417","473","661","209","1756","401","952","241","2739","409","37537","1105","13457","863","16797","693","13986","673","2811","409","931","229","1880","328","3781","463","3502","441"
"8600000US92805","ZCTA5 92805","57971","1692","28628","1139","13001","843","13360","754","10972","558","2388","488","617","183","1771","464","313","125","1954","353","29343","919","12056","788","13555","721","10592","567","2963","491","1187","292","1776","408","1274","185","2458","362"
"8600000US92806","ZCTA5 92806","31743","906","16136","791","6964","662","7517","518","6291","389","1226","419","298","111","928","400","276","101","1379","299","15607","656","5796","529","7145","441","6100","388","1045","297","441","194","604","225","1116","263","1550","301"
"8600000US92807","ZCTA5 92807","30344","1024","14904","678","5066","556","8546","372","8037","367","509","154","104","61","405","135","379","128","913","196","15440","551","3389","376","8555","349","7951","360","604","151","175","93","429","124","1578","282","1918","304"
"8600000US92808","ZCTA5 92808","17097","655","8035","448","2290","328","5072","277","4777","266","295","109","42","40","253","116","42","33","631","171","9062","465","2651","401","4878","255","4665","251","213","80","62","40","151","70","489","142","1044","209"
"8600000US92821","ZCTA5 92821","31159","700","14766","582","5213","518","8327","416","7806","363","521","166","149","83","372","133","267","122","959","169","16393","529","4858","469","8381","355","7744","335","637","177","212","115","425","136","1257","230","1897","343"
"8600000US92823","ZCTA5 92823","3653","485","1763","263","538","170","1155","161","1139","155","16","29","0","12","16","29","5","8","65","55","1890","295","496","181","1169","161","1113","152","56","84","0","12","56","84","126","76","99","68"
"8600000US92831","ZCTA5 92831","31177","924","15775","707","8016","739","6308","389","5624","357","684","203","238","127","446","140","275","90","1176","217","15402","748","7059","630","6198","348","5509","362","689","162","281","106","408","121","887","138","1258","234"
"8600000US92832","ZCTA5 92832","20635","837","10387","654","4819","622","4705","406","4154","342","551","308","154","108","397","248","149","98","714","218","10248","534","3772","492","4677","316","4043","311","634","195","407","154","227","99","611","181","1188","221"
"8600000US92833","ZCTA5 92833","41863","1111","20590","754","7646","668","11290","492","10388","486","902","216","228","117","674","185","490","145","1164","198","21273","754","6161","530","11463","519","10266","483","1197","257","323","124","874","212","1658","279","1991","308"
"8600000US92835","ZCTA5 92835","19958","708","9403","524","2883","433","5547","347","5244","321","303","113","67","62","236","93","341","108","632","229","10555","458","2634","370","5472","323","5125","307","347","135","111","82","236","101","1167","232","1282","288"
"8600000US92840","ZCTA5 92840","45463","1331","22643","850","9365","684","11425","531","9395","480","2030","321","474","144","1556","301","605","183","1248","220","22820","854","7669","552","11257","639","9222","477","2035","361","617","238","1418","252","1852","299","2042","293"
"8600000US92841","ZCTA5 92841","27953","1023","14075","617","5502","482","7015","465","5522","320","1493","343","239","114","1254","333","407","131","1151","215","13878","669","5009","472","6654","415","5437","309","1217","291","265","96","952","276","1097","190","1118","181"
